a,b,c,y,ds
2015,1,1,3.38,01-01-2015
2015,1,2,0.01,02-01-2015
2015,1,3,0,03-01-2015
2015,1,4,0,04-01-2015
2015,1,5,0,05-01-2015
2015,1,6,0,06-01-2015
2015,1,7,0,07-01-2015
2015,1,8,0,08-01-2015
2015,1,9,0,09-01-2015
2015,1,10,0,10-01-2015
2015,1,11,0,11-01-2015
2015,1,12,0,12-01-2015
2015,1,13,0,13-01-2015
2015,1,14,0,14-01-2015
2015,1,15,0,15-01-2015
2015,1,16,0.01,16-01-2015
2015,1,17,0.01,17-01-2015
2015,1,18,0,18-01-2015
2015,1,19,0,19-01-2015
2015,1,20,0,20-01-2015
2015,1,21,0.01,21-01-2015
2015,1,22,0.05,22-01-2015
2015,1,23,0.77,23-01-2015
2015,1,24,0.21,24-01-2015
2015,1,25,0,25-01-2015
2015,1,26,0,26-01-2015
2015,1,27,0,27-01-2015
2015,1,28,0,28-01-2015
2015,1,29,0,29-01-2015
2015,1,30,0,30-01-2015
2015,1,31,0,31-01-2015
2015,2,1,0,01-02-2015
2015,2,2,0,02-02-2015
2015,2,3,0,03-02-2015
2015,2,4,0.18,04-02-2015
2015,2,5,0.1,05-02-2015
2015,2,6,0,06-02-2015
2015,2,7,0.02,07-02-2015
2015,2,8,0,08-02-2015
2015,2,9,0,09-02-2015
2015,2,10,0,10-02-2015
2015,2,11,0,11-02-2015
2015,2,12,0.01,12-02-2015
2015,2,13,0.01,13-02-2015
2015,2,14,0,14-02-2015
2015,2,15,0,15-02-2015
2015,2,16,0,16-02-2015
2015,2,17,0,17-02-2015
2015,2,18,0,18-02-2015
2015,2,19,0,19-02-2015
2015,2,20,0,20-02-2015
2015,2,21,0,21-02-2015
2015,2,22,0,22-02-2015
2015,2,23,0,23-02-2015
2015,2,24,0,24-02-2015
2015,2,25,0,25-02-2015
2015,2,26,0.37,26-02-2015
2015,2,27,0.84,27-02-2015
2015,2,28,0.12,28-02-2015
2015,3,1,0.03,01-03-2015
2015,3,2,0.09,02-03-2015
2015,3,3,0.27,03-03-2015
2015,3,4,0.21,04-03-2015
2015,3,5,0.01,05-03-2015
2015,3,6,1.3,06-03-2015
2015,3,7,2.25,07-03-2015
2015,3,8,0.32,08-03-2015
2015,3,9,0.03,09-03-2015
2015,3,10,0,10-03-2015
2015,3,11,0,11-03-2015
2015,3,12,0,12-03-2015
2015,3,13,0,13-03-2015
2015,3,14,2.05,14-03-2015
2015,3,15,1.78,15-03-2015
2015,3,16,3.01,16-03-2015
2015,3,17,1.79,17-03-2015
2015,3,18,0,18-03-2015
2015,3,19,0,19-03-2015
2015,3,20,0,20-03-2015
2015,3,21,0,21-03-2015
2015,3,22,0,22-03-2015
2015,3,23,0,23-03-2015
2015,3,24,0,24-03-2015
2015,3,25,0,25-03-2015
2015,3,26,0,26-03-2015
2015,3,27,0,27-03-2015
2015,3,28,0.02,28-03-2015
2015,3,29,0.06,29-03-2015
2015,3,30,0.01,30-03-2015
2015,3,31,0.13,31-03-2015
2015,4,1,9.05,01-04-2015
2015,4,2,1.33,02-04-2015
2015,4,3,0.29,03-04-2015
2015,4,4,0.33,04-04-2015
2015,4,5,0,05-04-2015
2015,4,6,0.04,06-04-2015
2015,4,7,0.16,07-04-2015
2015,4,8,0.19,08-04-2015
2015,4,9,0.25,09-04-2015
2015,4,10,0.75,10-04-2015
2015,4,11,1.04,11-04-2015
2015,4,12,3.78,12-04-2015
2015,4,13,7.19,13-04-2015
2015,4,14,2.73,14-04-2015
2015,4,15,18.24,15-04-2015
2015,4,16,17.67,16-04-2015
2015,4,17,16.72,17-04-2015
2015,4,18,7.76,18-04-2015
2015,4,19,0.04,19-04-2015
2015,4,20,0.56,20-04-2015
2015,4,21,1.43,21-04-2015
2015,4,22,0.96,22-04-2015
2015,4,23,3.35,23-04-2015
2015,4,24,5.85,24-04-2015
2015,4,25,9.12,25-04-2015
2015,4,26,2.32,26-04-2015
2015,4,27,0.28,27-04-2015
2015,4,28,0.02,28-04-2015
2015,4,29,0.19,29-04-2015
2015,4,30,0.27,30-04-2015
2015,5,1,0.17,01-05-2015
2015,5,2,0.13,02-05-2015
2015,5,3,0.02,03-05-2015
2015,5,4,2.17,04-05-2015
2015,5,5,2.35,05-05-2015
2015,5,6,4.54,06-05-2015
2015,5,7,10.38,07-05-2015
2015,5,8,9.7,08-05-2015
2015,5,9,8.44,09-05-2015
2015,5,10,2.06,10-05-2015
2015,5,11,8.54,11-05-2015
2015,5,12,18.22,12-05-2015
2015,5,13,12.43,13-05-2015
2015,5,14,12.81,14-05-2015
2015,5,15,28.12,15-05-2015
2015,5,16,5.71,16-05-2015
2015,5,17,5.78,17-05-2015
2015,5,18,1.9,18-05-2015
2015,5,19,0.32,19-05-2015
2015,5,20,0.04,20-05-2015
2015,5,21,0,21-05-2015
2015,5,22,0,22-05-2015
2015,5,23,0.12,23-05-2015
2015,5,24,0.05,24-05-2015
2015,5,25,0,25-05-2015
2015,5,26,0,26-05-2015
2015,5,27,6.63,27-05-2015
2015,5,28,5.02,28-05-2015
2015,5,29,0.85,29-05-2015
2015,5,30,7.8,30-05-2015
2015,5,31,3.31,31-05-2015
2015,6,1,0.51,01-06-2015
2015,6,2,15.8,02-06-2015
2015,6,3,0.8,03-06-2015
2015,6,4,3.51,04-06-2015
2015,6,5,17.82,05-06-2015
2015,6,6,0.08,06-06-2015
2015,6,7,0.29,07-06-2015
2015,6,8,0.5,08-06-2015
2015,6,9,0.15,09-06-2015
2015,6,10,0.61,10-06-2015
2015,6,11,2.18,11-06-2015
2015,6,12,0.02,12-06-2015
2015,6,13,6.66,13-06-2015
2015,6,14,0.13,14-06-2015
2015,6,15,0.2,15-06-2015
2015,6,16,0.23,16-06-2015
2015,6,17,0.21,17-06-2015
2015,6,18,1.06,18-06-2015
2015,6,19,1.61,19-06-2015
2015,6,20,0.49,20-06-2015
2015,6,21,1.55,21-06-2015
2015,6,22,0.28,22-06-2015
2015,6,23,1.37,23-06-2015
2015,6,24,0.14,24-06-2015
2015,6,25,0.32,25-06-2015
2015,6,26,0.93,26-06-2015
2015,6,27,0.25,27-06-2015
2015,6,28,0.24,28-06-2015
2015,6,29,1.14,29-06-2015
2015,6,30,7.98,30-06-2015
2015,7,1,6.35,01-07-2015
2015,7,2,0.01,02-07-2015
2015,7,3,0.05,03-07-2015
2015,7,4,0.09,04-07-2015
2015,7,5,0.01,05-07-2015
2015,7,6,0.01,06-07-2015
2015,7,7,0.01,07-07-2015
2015,7,8,0.1,08-07-2015
2015,7,9,0.06,09-07-2015
2015,7,10,0.18,10-07-2015
2015,7,11,0.2,11-07-2015
2015,7,12,0.02,12-07-2015
2015,7,13,0.04,13-07-2015
2015,7,14,0.12,14-07-2015
2015,7,15,0.14,15-07-2015
2015,7,16,0.09,16-07-2015
2015,7,17,0.65,17-07-2015
2015,7,18,0.21,18-07-2015
2015,7,19,1.48,19-07-2015
2015,7,20,0.17,20-07-2015
2015,7,21,2.77,21-07-2015
2015,7,22,0.55,22-07-2015
2015,7,23,1.58,23-07-2015
2015,7,24,0.39,24-07-2015
2015,7,25,0.57,25-07-2015
2015,7,26,0.02,26-07-2015
2015,7,27,0.37,27-07-2015
2015,7,28,5.12,28-07-2015
2015,7,29,2.32,29-07-2015
2015,7,30,0,30-07-2015
2015,7,31,0.01,31-07-2015
2015,8,1,0.58,01-08-2015
2015,8,2,0.69,02-08-2015
2015,8,3,3.55,03-08-2015
2015,8,4,0.16,04-08-2015
2015,8,5,0.05,05-08-2015
2015,8,6,0.07,06-08-2015
2015,8,7,0.1,07-08-2015
2015,8,8,0.28,08-08-2015
2015,8,9,0.07,09-08-2015
2015,8,10,0.76,10-08-2015
2015,8,11,0.05,11-08-2015
2015,8,12,0.04,12-08-2015
2015,8,13,0.36,13-08-2015
2015,8,14,0.49,14-08-2015
2015,8,15,1.46,15-08-2015
2015,8,16,24.85,16-08-2015
2015,8,17,10.03,17-08-2015
2015,8,18,3.12,18-08-2015
2015,8,19,1.76,19-08-2015
2015,8,20,0.01,20-08-2015
2015,8,21,3.53,21-08-2015
2015,8,22,8.76,22-08-2015
2015,8,23,1.73,23-08-2015
2015,8,24,0.17,24-08-2015
2015,8,25,0.01,25-08-2015
2015,8,26,0,26-08-2015
2015,8,27,0.03,27-08-2015
2015,8,28,0,28-08-2015
2015,8,29,0,29-08-2015
2015,8,30,0,30-08-2015
2015,8,31,0,31-08-2015
2015,9,1,1.94,01-09-2015
2015,9,2,8.81,02-09-2015
2015,9,3,6.59,03-09-2015
2015,9,4,0.34,04-09-2015
2015,9,5,3.44,05-09-2015
2015,9,6,2.28,06-09-2015
2015,9,7,0.82,07-09-2015
2015,9,8,0.18,08-09-2015
2015,9,9,1.29,09-09-2015
2015,9,10,0.3,10-09-2015
2015,9,11,0.23,11-09-2015
2015,9,12,0.41,12-09-2015
2015,9,13,0,13-09-2015
2015,9,14,0.02,14-09-2015
2015,9,15,0.11,15-09-2015
2015,9,16,0.45,16-09-2015
2015,9,17,0.14,17-09-2015
2015,9,18,0.13,18-09-2015
2015,9,19,0.25,19-09-2015
2015,9,20,0.13,20-09-2015
2015,9,21,0.01,21-09-2015
2015,9,22,0.23,22-09-2015
2015,9,23,1.57,23-09-2015
2015,9,24,2.04,24-09-2015
2015,9,25,0.94,25-09-2015
2015,9,26,0.46,26-09-2015
2015,9,27,38.25,27-09-2015
2015,9,28,7.84,28-09-2015
2015,9,29,33.53,29-09-2015
2015,9,30,3.23,30-09-2015
2015,10,1,3.5,01-10-2015
2015,10,2,11.99,02-10-2015
2015,10,3,1.17,03-10-2015
2015,10,4,1.36,04-10-2015
2015,10,5,10.15,05-10-2015
2015,10,6,6.24,06-10-2015
2015,10,7,7.61,07-10-2015
2015,10,8,1.73,08-10-2015
2015,10,9,0.46,09-10-2015
2015,10,10,2.32,10-10-2015
2015,10,11,5.63,11-10-2015
2015,10,12,14.93,12-10-2015
2015,10,13,0.16,13-10-2015
2015,10,14,0.6,14-10-2015
2015,10,15,0.1,15-10-2015
2015,10,16,0.02,16-10-2015
2015,10,17,0.04,17-10-2015
2015,10,18,5.05,18-10-2015
2015,10,19,3.95,19-10-2015
2015,10,20,0.92,20-10-2015
2015,10,21,0.17,21-10-2015
2015,10,22,0.05,22-10-2015
2015,10,23,0.1,23-10-2015
2015,10,24,1.73,24-10-2015
2015,10,25,0.49,25-10-2015
2015,10,26,0.04,26-10-2015
2015,10,27,1.01,27-10-2015
2015,10,28,9.68,28-10-2015
2015,10,29,0.38,29-10-2015
2015,10,30,3.22,30-10-2015
2015,10,31,8.2,31-10-2015
2015,11,1,11.5,01-11-2015
2015,11,2,10.86,02-11-2015
2015,11,3,7.18,03-11-2015
2015,11,4,16.13,04-11-2015
2015,11,5,13.88,05-11-2015
2015,11,6,3.1,06-11-2015
2015,11,7,5.55,07-11-2015
2015,11,8,5.73,08-11-2015
2015,11,9,13.32,09-11-2015
2015,11,10,7.8,10-11-2015
2015,11,11,2.33,11-11-2015
2015,11,12,2.97,12-11-2015
2015,11,13,5.47,13-11-2015
2015,11,14,2.58,14-11-2015
2015,11,15,6.6,15-11-2015
2015,11,16,4.98,16-11-2015
2015,11,17,2.12,17-11-2015
2015,11,18,5.34,18-11-2015
2015,11,19,2.91,19-11-2015
2015,11,20,5.98,20-11-2015
2015,11,21,3.93,21-11-2015
2015,11,22,20.27,22-11-2015
2015,11,23,5.94,23-11-2015
2015,11,24,1.91,24-11-2015
2015,11,25,0.01,25-11-2015
2015,11,26,0.03,26-11-2015
2015,11,27,0.12,27-11-2015
2015,11,28,0.12,28-11-2015
2015,11,29,21.87,29-11-2015
2015,11,30,8.2,30-11-2015
2015,12,1,2.81,01-12-2015
2015,12,2,3.53,02-12-2015
2015,12,3,2.55,03-12-2015
2015,12,4,3.87,04-12-2015
2015,12,5,7.62,05-12-2015
2015,12,6,7.41,06-12-2015
2015,12,7,9.6,07-12-2015
2015,12,8,9.17,08-12-2015
2015,12,9,2.99,09-12-2015
2015,12,10,5.27,10-12-2015
2015,12,11,1.86,11-12-2015
2015,12,12,2.63,12-12-2015
2015,12,13,0.46,13-12-2015
2015,12,14,7.96,14-12-2015
2015,12,15,0.77,15-12-2015
2015,12,16,0.03,16-12-2015
2015,12,17,0.04,17-12-2015
2015,12,18,2.72,18-12-2015
2015,12,19,3.18,19-12-2015
2015,12,20,0.88,20-12-2015
2015,12,21,0.02,21-12-2015
2015,12,22,0,22-12-2015
2015,12,23,0,23-12-2015
2015,12,24,0,24-12-2015
2015,12,25,0,25-12-2015
2015,12,26,0,26-12-2015
2015,12,27,0.69,27-12-2015
2015,12,28,0.15,28-12-2015
2015,12,29,0.08,29-12-2015
2015,12,30,0,30-12-2015
2015,12,31,0,31-12-2015
2016,1,1,0,01-01-2016
2016,1,2,0,02-01-2016
2016,1,3,0,03-01-2016
2016,1,4,0,04-01-2016
2016,1,5,0,05-01-2016
2016,1,6,0,06-01-2016
2016,1,7,0,07-01-2016
2016,1,8,0,08-01-2016
2016,1,9,0,09-01-2016
2016,1,10,0,10-01-2016
2016,1,11,0,11-01-2016
2016,1,12,0,12-01-2016
2016,1,13,0,13-01-2016
2016,1,14,0,14-01-2016
2016,1,15,0,15-01-2016
2016,1,16,0,16-01-2016
2016,1,17,0,17-01-2016
2016,1,18,0,18-01-2016
2016,1,19,0,19-01-2016
2016,1,20,0.21,20-01-2016
2016,1,21,0.46,21-01-2016
2016,1,22,0.17,22-01-2016
2016,1,23,0.05,23-01-2016
2016,1,24,0.02,24-01-2016
2016,1,25,0,25-01-2016
2016,1,26,0,26-01-2016
2016,1,27,0,27-01-2016
2016,1,28,0,28-01-2016
2016,1,29,0,29-01-2016
2016,1,30,0,30-01-2016
2016,1,31,0,31-01-2016
2016,2,1,0,01-02-2016
2016,2,2,0,02-02-2016
2016,2,3,0,03-02-2016
2016,2,4,0,04-02-2016
2016,2,5,0,05-02-2016
2016,2,6,0,06-02-2016
2016,2,7,0.03,07-02-2016
2016,2,8,0.02,08-02-2016
2016,2,9,0.01,09-02-2016
2016,2,10,0.02,10-02-2016
2016,2,11,0.1,11-02-2016
2016,2,12,0,12-02-2016
2016,2,13,0,13-02-2016
2016,2,14,0,14-02-2016
2016,2,15,0,15-02-2016
2016,2,16,0,16-02-2016
2016,2,17,0,17-02-2016
2016,2,18,0,18-02-2016
2016,2,19,0,19-02-2016
2016,2,20,0.01,20-02-2016
2016,2,21,0.24,21-02-2016
2016,2,22,0.13,22-02-2016
2016,2,23,0,23-02-2016
2016,2,24,0,24-02-2016
2016,2,25,0,25-02-2016
2016,2,26,0.01,26-02-2016
2016,2,27,0.01,27-02-2016
2016,2,28,0.2,28-02-2016
2016,2,29,0.1,29-02-2016
2016,3,1,0.04,01-03-2016
2016,3,2,0,02-03-2016
2016,3,3,0,03-03-2016
2016,3,4,0,04-03-2016
2016,3,5,0,05-03-2016
2016,3,6,0,06-03-2016
2016,3,7,0,07-03-2016
2016,3,8,0,08-03-2016
2016,3,9,0,09-03-2016
2016,3,10,0,10-03-2016
2016,3,11,0.01,11-03-2016
2016,3,12,0.04,12-03-2016
2016,3,13,0.15,13-03-2016
2016,3,14,0.02,14-03-2016
2016,3,15,0.07,15-03-2016
2016,3,16,0.78,16-03-2016
2016,3,17,0.22,17-03-2016
2016,3,18,0,18-03-2016
2016,3,19,0,19-03-2016
2016,3,20,0,20-03-2016
2016,3,21,0,21-03-2016
2016,3,22,0.2,22-03-2016
2016,3,23,0.08,23-03-2016
2016,3,24,0,24-03-2016
2016,3,25,0.02,25-03-2016
2016,3,26,0,26-03-2016
2016,3,27,0,27-03-2016
2016,3,28,0.32,28-03-2016
2016,3,29,0.36,29-03-2016
2016,3,30,0.74,30-03-2016
2016,3,31,0,31-03-2016
2016,4,1,0.01,01-04-2016
2016,4,2,0,02-04-2016
2016,4,3,0,03-04-2016
2016,4,4,0,04-04-2016
2016,4,5,0,05-04-2016
2016,4,6,0.05,06-04-2016
2016,4,7,0.35,07-04-2016
2016,4,8,1.08,08-04-2016
2016,4,9,13.04,09-04-2016
2016,4,10,3.58,10-04-2016
2016,4,11,0.2,11-04-2016
2016,4,12,0,12-04-2016
2016,4,13,0,13-04-2016
2016,4,14,0.34,14-04-2016
2016,4,15,0.2,15-04-2016
2016,4,16,0.01,16-04-2016
2016,4,17,0,17-04-2016
2016,4,18,0,18-04-2016
2016,4,19,0.3,19-04-2016
2016,4,20,0.95,20-04-2016
2016,4,21,0.3,21-04-2016
2016,4,22,0.18,22-04-2016
2016,4,23,0.23,23-04-2016
2016,4,24,0.09,24-04-2016
2016,4,25,0.01,25-04-2016
2016,4,26,0.06,26-04-2016
2016,4,27,0.09,27-04-2016
2016,4,28,0.02,28-04-2016
2016,4,29,0.01,29-04-2016
2016,4,30,0.01,30-04-2016
2016,5,1,0,01-05-2016
2016,5,2,0,02-05-2016
2016,5,3,0.03,03-05-2016
2016,5,4,0.01,04-05-2016
2016,5,5,0.36,05-05-2016
2016,5,6,6.05,06-05-2016
2016,5,7,9.71,07-05-2016
2016,5,8,3.8,08-05-2016
2016,5,9,0.78,09-05-2016
2016,5,10,1.95,10-05-2016
2016,5,11,7.4,11-05-2016
2016,5,12,0.26,12-05-2016
2016,5,13,0.28,13-05-2016
2016,5,14,4.02,14-05-2016
2016,5,15,8.05,15-05-2016
2016,5,16,18.64,16-05-2016
2016,5,17,9.03,17-05-2016
2016,5,18,2.25,18-05-2016
2016,5,19,5.87,19-05-2016
2016,5,20,0.47,20-05-2016
2016,5,21,0,21-05-2016
2016,5,22,0,22-05-2016
2016,5,23,0,23-05-2016
2016,5,24,0.01,24-05-2016
2016,5,25,1.52,25-05-2016
2016,5,26,0.17,26-05-2016
2016,5,27,2.12,27-05-2016
2016,5,28,3.51,28-05-2016
2016,5,29,1.12,29-05-2016
2016,5,30,5.31,30-05-2016
2016,5,31,4.52,31-05-2016
2016,6,1,1.46,01-06-2016
2016,6,2,2.41,02-06-2016
2016,6,3,0.48,03-06-2016
2016,6,4,1.03,04-06-2016
2016,6,5,1.21,05-06-2016
2016,6,6,0.17,06-06-2016
2016,6,7,2.85,07-06-2016
2016,6,8,1.22,08-06-2016
2016,6,9,0.93,09-06-2016
2016,6,10,0.25,10-06-2016
2016,6,11,1.63,11-06-2016
2016,6,12,0.04,12-06-2016
2016,6,13,0.03,13-06-2016
2016,6,14,0,14-06-2016
2016,6,15,0.01,15-06-2016
2016,6,16,0.08,16-06-2016
2016,6,17,1.48,17-06-2016
2016,6,18,1.91,18-06-2016
2016,6,19,2.28,19-06-2016
2016,6,20,0.2,20-06-2016
2016,6,21,0.29,21-06-2016
2016,6,22,0.85,22-06-2016
2016,6,23,2.93,23-06-2016
2016,6,24,0.07,24-06-2016
2016,6,25,0.03,25-06-2016
2016,6,26,0.35,26-06-2016
2016,6,27,0.81,27-06-2016
2016,6,28,0.56,28-06-2016
2016,6,29,1.62,29-06-2016
2016,6,30,0.06,30-06-2016
2016,7,1,0.04,01-07-2016
2016,7,2,0.02,02-07-2016
2016,7,3,0.12,03-07-2016
2016,7,4,0.31,04-07-2016
2016,7,5,0.07,05-07-2016
2016,7,6,1.14,06-07-2016
2016,7,7,0.15,07-07-2016
2016,7,8,0.72,08-07-2016
2016,7,9,0.53,09-07-2016
2016,7,10,0.26,10-07-2016
2016,7,11,0.38,11-07-2016
2016,7,12,0.1,12-07-2016
2016,7,13,0.05,13-07-2016
2016,7,14,1.9,14-07-2016
2016,7,15,5.24,15-07-2016
2016,7,16,8.95,16-07-2016
2016,7,17,8.71,17-07-2016
2016,7,18,4.38,18-07-2016
2016,7,19,0.34,19-07-2016
2016,7,20,0.11,20-07-2016
2016,7,21,0.21,21-07-2016
2016,7,22,0.11,22-07-2016
2016,7,23,0.3,23-07-2016
2016,7,24,4.31,24-07-2016
2016,7,25,27.75,25-07-2016
2016,7,26,24.98,26-07-2016
2016,7,27,9.84,27-07-2016
2016,7,28,5.12,28-07-2016
2016,7,29,0.65,29-07-2016
2016,7,30,1.17,30-07-2016
2016,7,31,0.14,31-07-2016
2016,8,1,0.12,01-08-2016
2016,8,2,0.01,02-08-2016
2016,8,3,0.02,03-08-2016
2016,8,4,0.04,04-08-2016
2016,8,5,0.12,05-08-2016
2016,8,6,0.04,06-08-2016
2016,8,7,0.05,07-08-2016
2016,8,8,0.04,08-08-2016
2016,8,9,0.72,09-08-2016
2016,8,10,0.06,10-08-2016
2016,8,11,0.02,11-08-2016
2016,8,12,0.36,12-08-2016
2016,8,13,0.75,13-08-2016
2016,8,14,0.14,14-08-2016
2016,8,15,0.67,15-08-2016
2016,8,16,0.15,16-08-2016
2016,8,17,0.13,17-08-2016
2016,8,18,0.03,18-08-2016
2016,8,19,0.14,19-08-2016
2016,8,20,0.29,20-08-2016
2016,8,21,2.1,21-08-2016
2016,8,22,0.45,22-08-2016
2016,8,23,3.28,23-08-2016
2016,8,24,0.29,24-08-2016
2016,8,25,0.22,25-08-2016
2016,8,26,10.65,26-08-2016
2016,8,27,8.68,27-08-2016
2016,8,28,2.53,28-08-2016
2016,8,29,1.28,29-08-2016
2016,8,30,9.53,30-08-2016
2016,8,31,6.84,31-08-2016
2016,9,1,5.51,01-09-2016
2016,9,2,0.74,02-09-2016
2016,9,3,0.29,03-09-2016
2016,9,4,0.1,04-09-2016
2016,9,5,0,05-09-2016
2016,9,6,0.1,06-09-2016
2016,9,7,0.01,07-09-2016
2016,9,8,0,08-09-2016
2016,9,9,0.67,09-09-2016
2016,9,10,1.79,10-09-2016
2016,9,11,0.03,11-09-2016
2016,9,12,0.1,12-09-2016
2016,9,13,0.26,13-09-2016
2016,9,14,0.21,14-09-2016
2016,9,15,0.22,15-09-2016
2016,9,16,0.15,16-09-2016
2016,9,17,0.02,17-09-2016
2016,9,18,0.06,18-09-2016
2016,9,19,0.13,19-09-2016
2016,9,20,1.28,20-09-2016
2016,9,21,0.22,21-09-2016
2016,9,22,0.01,22-09-2016
2016,9,23,0.04,23-09-2016
2016,9,24,0.13,24-09-2016
2016,9,25,0.09,25-09-2016
2016,9,26,0.41,26-09-2016
2016,9,27,0.65,27-09-2016
2016,9,28,4.53,28-09-2016
2016,9,29,2.44,29-09-2016
2016,9,30,0.35,30-09-2016
2016,10,1,0,01-10-2016
2016,10,2,0,02-10-2016
2016,10,3,0,03-10-2016
2016,10,4,0.55,04-10-2016
2016,10,5,6.99,05-10-2016
2016,10,6,2.12,06-10-2016
2016,10,7,0.05,07-10-2016
2016,10,8,0.01,08-10-2016
2016,10,9,0,09-10-2016
2016,10,10,0,10-10-2016
2016,10,11,0.56,11-10-2016
2016,10,12,2.21,12-10-2016
2016,10,13,11.58,13-10-2016
2016,10,14,1.25,14-10-2016
2016,10,15,0.26,15-10-2016
2016,10,16,0.06,16-10-2016
2016,10,17,0.01,17-10-2016
2016,10,18,0.01,18-10-2016
2016,10,19,0.3,19-10-2016
2016,10,20,1.38,20-10-2016
2016,10,21,4.67,21-10-2016
2016,10,22,2.74,22-10-2016
2016,10,23,2.45,23-10-2016
2016,10,24,0.32,24-10-2016
2016,10,25,0.09,25-10-2016
2016,10,26,0.08,26-10-2016
2016,10,27,0.03,27-10-2016
2016,10,28,0,28-10-2016
2016,10,29,0.57,29-10-2016
2016,10,30,3.59,30-10-2016
2016,10,31,16.07,31-10-2016
2016,11,1,0.09,01-11-2016
2016,11,2,5.38,02-11-2016
2016,11,3,2.29,03-11-2016
2016,11,4,0.83,04-11-2016
2016,11,5,0.02,05-11-2016
2016,11,6,0.05,06-11-2016
2016,11,7,0.02,07-11-2016
2016,11,8,0.17,08-11-2016
2016,11,9,0.1,09-11-2016
2016,11,10,0,10-11-2016
2016,11,11,0,11-11-2016
2016,11,12,0.02,12-11-2016
2016,11,13,1.76,13-11-2016
2016,11,14,2.11,14-11-2016
2016,11,15,1.85,15-11-2016
2016,11,16,0.58,16-11-2016
2016,11,17,1.16,17-11-2016
2016,11,18,0.07,18-11-2016
2016,11,19,0.41,19-11-2016
2016,11,20,0.1,20-11-2016
2016,11,21,0.03,21-11-2016
2016,11,22,0.01,22-11-2016
2016,11,23,0.03,23-11-2016
2016,11,24,0.01,24-11-2016
2016,11,25,0,25-11-2016
2016,11,26,0,26-11-2016
2016,11,27,0,27-11-2016
2016,11,28,0,28-11-2016
2016,11,29,0,29-11-2016
2016,11,30,0,30-11-2016
2016,12,1,2.55,01-12-2016
2016,12,2,28.27,02-12-2016
2016,12,3,8.41,03-12-2016
2016,12,4,1.97,04-12-2016
2016,12,5,0.19,05-12-2016
2016,12,6,0.17,06-12-2016
2016,12,7,0,07-12-2016
2016,12,8,0.1,08-12-2016
2016,12,9,0.02,09-12-2016
2016,12,10,0,10-12-2016
2016,12,11,0,11-12-2016
2016,12,12,0.51,12-12-2016
2016,12,13,2.64,13-12-2016
2016,12,14,1.72,14-12-2016
2016,12,15,0.4,15-12-2016
2016,12,16,0.09,16-12-2016
2016,12,17,0,17-12-2016
2016,12,18,0,18-12-2016
2016,12,19,0.02,19-12-2016
2016,12,20,1.23,20-12-2016
2016,12,21,0.21,21-12-2016
2016,12,22,0,22-12-2016
2016,12,23,0.01,23-12-2016
2016,12,24,0,24-12-2016
2016,12,25,0,25-12-2016
2016,12,26,0,26-12-2016
2016,12,27,0.19,27-12-2016
2016,12,28,3.65,28-12-2016
2016,12,29,0.3,29-12-2016
2016,12,30,0,30-12-2016
2016,12,31,0,31-12-2016
2017,1,1,0,01-01-2017
2017,1,2,0,02-01-2017
2017,1,3,0,03-01-2017
2017,1,4,0,04-01-2017
2017,1,5,0,05-01-2017
2017,1,6,0,06-01-2017
2017,1,7,0,07-01-2017
2017,1,8,0,08-01-2017
2017,1,9,0,09-01-2017
2017,1,10,0,10-01-2017
2017,1,11,0,11-01-2017
2017,1,12,0,12-01-2017
2017,1,13,0,13-01-2017
2017,1,14,0,14-01-2017
2017,1,15,0,15-01-2017
2017,1,16,0,16-01-2017
2017,1,17,0,17-01-2017
2017,1,18,0,18-01-2017
2017,1,19,0,19-01-2017
2017,1,20,1.49,20-01-2017
2017,1,21,17.09,21-01-2017
2017,1,22,3.26,22-01-2017
2017,1,23,0,23-01-2017
2017,1,24,0,24-01-2017
2017,1,25,0.18,25-01-2017
2017,1,26,1.26,26-01-2017
2017,1,27,4.26,27-01-2017
2017,1,28,3.99,28-01-2017
2017,1,29,2.51,29-01-2017
2017,1,30,0.03,30-01-2017
2017,1,31,0,31-01-2017
2017,2,1,0,01-02-2017
2017,2,2,0,02-02-2017
2017,2,3,0,03-02-2017
2017,2,4,0,04-02-2017
2017,2,5,0,05-02-2017
2017,2,6,0,06-02-2017
2017,2,7,0,07-02-2017
2017,2,8,0,08-02-2017
2017,2,9,0,09-02-2017
2017,2,10,0,10-02-2017
2017,2,11,0,11-02-2017
2017,2,12,0,12-02-2017
2017,2,13,0.05,13-02-2017
2017,2,14,1.23,14-02-2017
2017,2,15,0,15-02-2017
2017,2,16,0,16-02-2017
2017,2,17,0,17-02-2017
2017,2,18,0,18-02-2017
2017,2,19,0,19-02-2017
2017,2,20,0,20-02-2017
2017,2,21,0,21-02-2017
2017,2,22,0,22-02-2017
2017,2,23,0,23-02-2017
2017,2,24,0,24-02-2017
2017,2,25,0,25-02-2017
2017,2,26,0,26-02-2017
2017,2,27,0,27-02-2017
2017,2,28,0,28-02-2017
2017,3,1,0,01-03-2017
2017,3,2,0.02,02-03-2017
2017,3,3,4.85,03-03-2017
2017,3,4,6.19,04-03-2017
2017,3,5,0.92,05-03-2017
2017,3,6,0.68,06-03-2017
2017,3,7,0.13,07-03-2017
2017,3,8,0.96,08-03-2017
2017,3,9,2.17,09-03-2017
2017,3,10,6.44,10-03-2017
2017,3,11,4.56,11-03-2017
2017,3,12,2.43,12-03-2017
